,GENE
12278,RASSF9
12279,RAVER1
12280,RAVER2
12281,RB1
12282,RB1CC1
12283,RBAK
12284,RBAK-RBAKDN
12285,RBBP4
12286,RBBP5
12287,RBBP6
12288,RBBP7
12289,RBBP8
12290,RBBP9
12291,RBCK1
12292,RBFA
12293,RBFOX1
12294,RBFOX2
12295,RBFOX3
12296,RBKS
12297,RBL1
12298,RBL2
12299,RBM10
12300,RBM11
12301,RBM12
12302,RBM12B
12303,RBM14
12304,RBM14-RBM4
12305,RBM15
12306,RBM15B
12307,RBM17
12308,RBM18
12309,RBM19
12310,RBM20
12311,RBM22
12312,RBM23
12313,RBM24
12314,RBM25
12315,RBM26
12316,RBM26-AS1
12317,RBM27
12318,RBM28
12319,RBM3
12320,RBM33
12321,RBM34
12322,RBM38
12323,RBM39
12324,RBM4
12325,RBM41
12326,RBM42
12327,RBM43
12328,RBM44
12329,RBM45
12330,RBM47
12331,RBM48
12332,RBM4B
12333,RBM5
12334,RBM6
12335,RBM7
12336,RBM8A
12337,RBMS1
12338,RBMS2
12339,RBMS3
12340,RBMS3-AS3
12341,RBMX
12342,RBMX2
12343,RBMXL1
12344,RBP1
12345,RBP4
12346,RBP7
12347,RBPJ
12348,RBPMS
12349,RBPMS2
12350,RBPMS-AS1
12351,RBSN
12352,RBX1
12353,RC3H1
12354,RC3H2
12355,RCAN1
12356,RCAN2
12357,RCAN3
12358,RCBTB1
12359,RCBTB2
12360,RCC1
12361,RCC2
12362,RCCD1
12363,RCE1
12364,RCHY1
12365,RCL1
12366,RCN1
12367,RCN2
12368,RCN3
12369,RCOR1
12370,RCOR2
12371,RCOR3
12372,RCSD1
12373,RCVRN
12374,RDH10
12375,RDH11
12376,RDH12
12377,RDH13
12378,RDH14
12379,RDH16
12380,RDH5
12381,RDM1
12382,RDX
12383,REC8
12384,RECK
12385,RECQL
12386,RECQL4
12387,RECQL5
12388,REEP1
12389,REEP2
12390,REEP3
12391,REEP4
12392,REEP5
12393,REEP6
12394,REG1A
12395,REG1B
12396,REG3G
12397,REL
12398,RELA
12399,RELB
12400,RELL1
12401,RELL2
12402,RELN
12403,RELT
12404,REM1
12405,REM2
12406,RENBP
12407,REP15
12408,REPIN1
12409,REPS1
12410,REPS2
12411,RER1
12412,RERE
12413,RERG
12414,RERGL
12415,REST
12416,RET
12417,RETSAT
12418,REV1
12419,REV3L
12420,REXO1
12421,REXO2
12422,REXO4
12423,RFC1
12424,RFC2
12425,RFC3
12426,RFC4
12427,RFC5
12428,RFESD
12429,RFFL
12430,RFK
12431,RFNG
12432,RFPL1S
12433,RFPL3S
12434,RFPL4A
12435,RFT1
12436,RFTN1
12437,RFTN2
12438,RFWD2
12439,RFWD3
12440,RFX1
12441,RFX2
12442,RFX3
12443,RFX3-AS1
12444,RFX4
12445,RFX5
12446,RFX7
12447,RFX8
12448,RFXANK
12449,RFXAP
12450,RGAG1
12451,RGAG4
12452,RGCC
12453,RGL1
12454,RGL2
12455,RGL3
12456,RGMA
12457,RGMB
12458,RGMB-AS1
12459,RGN
12460,RGP1
12461,RGPD5
12462,RGR
12463,RGS1
12464,RGS10
12465,RGS11
12466,RGS12
12467,RGS14
12468,RGS16
12469,RGS17
12470,RGS19
12471,RGS2
12472,RGS20
12473,RGS22
12474,RGS3
12475,RGS4
12476,RGS5
12477,RGS5.1
12478,RGS6
12479,RGS7
12480,RGS7BP
12481,RGS8
12482,RGS9
12483,RGS9BP
12484,RHBDD1
12485,RHBDD2
12486,RHBDD3
12487,RHBDF1
12488,RHBDF2
12489,RHBDL1
12490,RHBDL2
12491,RHBDL3
12492,RHCE
12493,RHCG
12494,RHEB
12495,RHEBL1
12496,RHNO1
12497,RHOA
12498,RHOB
12499,RHOBTB1
12500,RHOBTB2
12501,RHOBTB3
12502,RHOC
12503,RHOD
12504,RHOF
12505,RHOG
12506,RHOH
12507,RHOJ
12508,RHOQ
12509,RHOT1
12510,RHOT2
12511,RHOU
12512,RHOV
12513,RHOXF1
12514,RHPN1
12515,RHPN1-AS1
12516,RHPN2
12517,RIBC1
12518,RIBC2
12519,RIC1
12520,RIC3
12521,RIC8A
12522,RIC8B
12523,RICTOR
12524,RIF1
12525,RIIAD1
12526,RILP
12527,RILPL1
12528,RILPL2
12529,RIMBP2
12530,RIMKLA
12531,RIMKLB
12532,RIMS1
12533,RIMS2
12534,RIMS3
12535,RIMS4
12536,RIN1
12537,RIN2
12538,RIN3
12539,RING1
12540,RINL
12541,RINT1
12542,RIOK1
12543,RIOK2
12544,RIOK3
12545,RIPK1
12546,RIPK2
12547,RIPK4
12548,RIPPLY1
12549,RIPPLY2
12550,RIPPLY3
12551,RIT1
12552,RIT2
12553,RITA1
12554,RLBP1
12555,RLF
12556,RLIM
12557,RLN2
12558,RLTPR
12559,RMDN1
12560,RMDN2
12561,RMDN3
12562,RMI1
12563,RMI2
12564,RMND1
12565,RMND5A
12566,RMND5B
12567,RMRP
12568,RN7SL832P
12569,RNASE1
12570,RNASE4
12571,RNASE6
12572,RNASEH1
12573,RNASEH1-AS1
12574,RNASEH2A
12575,RNASEH2B
12576,RNASEH2B-AS1
12577,RNASEH2C
12578,RNASEK
12579,RNASEL
12580,RNASET2
12581,RND1
12582,RND2
12583,RND3
12584,RNF10
12585,RNF103
12586,RNF11
12587,RNF111
12588,RNF112
12589,RNF113A
12590,RNF114
12591,RNF115
12592,RNF121
12593,RNF122
12594,RNF123
12595,RNF125
12596,RNF126
12597,RNF128
12598,RNF13
12599,RNF130
12600,RNF135
12601,RNF138
12602,RNF139
12603,RNF139-AS1
12604,RNF14
12605,RNF141
12606,RNF144A
12607,RNF144B
12608,RNF145
12609,RNF146
12610,RNF149
12611,RNF150
12612,RNF152
12613,RNF157
12614,RNF165
12615,RNF166
12616,RNF167
12617,RNF168
12618,RNF169
12619,RNF170
12620,RNF175
12621,RNF180
12622,RNF181
12623,RNF182
12624,RNF185
12625,RNF187
12626,RNF19A
12627,RNF19B
12628,RNF2
12629,RNF20
12630,RNF207
12631,RNF208
12632,RNF212
12633,RNF212B
12634,RNF213
12635,RNF214
12636,RNF215
12637,RNF216
12638,RNF217
12639,RNF217-AS1
12640,RNF219
12641,RNF220
12642,RNF222
12643,RNF24
12644,RNF25
12645,RNF26
12646,RNF31
12647,RNF32
12648,RNF34
12649,RNF38
12650,RNF4
12651,RNF40
12652,RNF41
12653,RNF44
12654,RNF5
12655,RNF6
12656,RNF7
12657,RNF8
12658,RNFT1
12659,RNFT2
12660,RNGTT
12661,RNH1
12662,RNLS
12663,RNMT
12664,RNMTL1
12665,RNPC3
12666,RNPEP
12667,RNPEPL1
12668,RNPS1
12669,RNU11
12670,RNU12
12671,ROBO1
12672,ROBO2
12673,ROBO3
12674,ROBO4
12675,ROCK1
12676,ROCK2
12677,ROGDI
12678,ROM1
12679,ROMO1
12680,ROPN1B
12681,ROPN1L
12682,ROR1
12683,ROR2
12684,RORA
12685,RORA-AS1
12686,RORB
12687,RP1
12688,RP1-100J12.1
12689,RP1-102K2.8
12690,RP11-1000B6.3
12691,RP11-1000B6.8
12692,RP11-1006G14.2
12693,RP11-1007O24.2
12694,RP11-1007O24.3
12695,RP11-1008C21.2
12696,RP11-1017G21.5
12697,RP11-1017G21.6
12698,RP11-1018N14.5
12699,RP11-101E13.5
12700,RP11-101E5.1
12701,RP11-102G14.1
12702,RP11-102M11.2
12703,RP11-102N12.3
12704,RP11-103J8.1
12705,RP11-103J8.2
12706,RP11-1042B17.3
12707,RP11-104E19.1
12708,RP11-104N10.1
12709,RP11-1055B8.10
12710,RP11-1055B8.3
12711,RP11-1055B8.4
12712,RP11-1055B8.9
12713,RP11-105N14.1
12714,RP11-1060J15.4
12715,RP11-1060J15.9
12716,RP11-1069G10.2
12717,RP11-106E15.1
12718,RP11-1070N10.3
12719,RP11-1072A3.4
12720,RP11-1072C15.4
12721,RP11-1079K10.3
12722,RP11-107N15.1
12723,RP11-108L7.15
12724,RP11-108M12.3
12725,RP11-108M9.4
12726,RP11-108M9.6
12727,RP11-1094H24.4
12728,RP11-1094M14.11
12729,RP11-109D9.4
12730,RP11-109G23.3
12731,RP11-109N23.4
12732,RP11-109P6.2
12733,RP11-10A14.4
12734,RP11-10A14.5
12735,RP11-10C24.1
12736,RP11-10C24.2
12737,RP11-10C24.3
12738,RP11-10K16.1
12739,RP11-10L12.4
12740,RP11-10L7.1
12741,RP11-10N23.5
12742,RP11-1100L3.8
12743,RP11-1105G2.3
12744,RP11-1109F11.3
12745,RP11-1109F11.5
12746,RP11-1109M24.5
12747,RP11-110G21.1
12748,RP11-110I1.11
12749,RP11-110I1.12
12750,RP11-110I1.13
12751,RP11-110I1.14
12752,RP11-1114A5.4
12753,RP11-111F5.3
12754,RP11-111F5.4
12755,RP11-111H13.1
12756,RP11-111J6.2
12757,RP11-111K18.2
12758,RP11-111M22.2
12759,RP11-111M22.3
12760,RP11-111M22.4
12761,RP11-112J3.16
12762,RP11-112L6.3
12763,RP11-1134I14.8
12764,RP11-1136G4.2
12765,RP11-1143G9.4
12766,RP11-1148L6.9
12767,RP11-114F3.4
12768,RP11-114G11.5
12769,RP11-114H23.2
12770,RP11-1152H14.1
12771,RP11-1157N2__B.2
12772,RP11-115C10.1
12773,RP11-115C21.2
12774,RP11-115D19.1
12775,RP11-115H18.1
12776,RP11-115J23.1
12777,RP11-1167A19.2
12778,RP11-116O18.3
12779,RP11-118F19.1
12780,RP11-1191J2.2
12781,RP11-1191J2.5
12782,RP11-119B16.2
12783,RP1-111C20.4
12784,RP11-11M20.4
12785,RP11-11N9.4
12786,RP11-120D5.1
12787,RP11-120J1.1
12788,RP11-120K19.4
12789,RP11-120K24.3
12790,RP11-121C2.2
12791,RP11-121M22.1
12792,RP11-1223D19.1
12793,RP11-122M14.1
12794,RP11-123K3.9
12795,RP11-1246C19.1
12796,RP11-124N14.3
12797,RP11-1263C18.1
12798,RP11-126K1.2
12799,RP11-126K1.6
12800,RP11-126K1.9
12801,RP11-126L15.4
12802,RP11-126O1.5
12803,RP11-1275H24.1
12804,RP11-1275H24.2
12805,RP11-1275H24.3
12806,RP11-1277A3.1
12807,RP11-1277A3.3
12808,RP11-127B20.2
12809,RP11-127B20.3
12810,RP11-127O4.3
12811,RP11-128A17.1
12812,RP11-128A17.2
12813,RP11-128D14.1
12814,RP11-128M1.1
12815,RP11-128P17.2
12816,RP11-128P17.4
12817,RP11-1299A16.3
12818,RP11-129M16.4
12819,RP11-129M6.1
12820,RP11-12G12.7
12821,RP11-130C19.3
12822,RP11-130C6.1
12823,RP11-130F10.1
12824,RP11-130L8.1
12825,RP11-131K5.1
12826,RP11-131L12.2
12827,RP11-131L12.3
12828,RP11-131L23.1
12829,RP11-131L23.2
12830,RP11-131N11.4
12831,RP11-132A1.4
12832,RP11-1348G14.4
12833,RP11-1348G14.8
12834,RP11-134G8.5
12835,RP11-134G8.7
12836,RP11-134L10.1
12837,RP11-134O21.1
12838,RP11-135L13.4
12839,RP11-136L23.2
12840,RP11-1379J22.5
12841,RP11-138A9.1
12842,RP11-138A9.2
12843,RP11-138E2.1
12844,RP11-138H10.2
12845,RP11-138I1.4
12846,RP11-138J23.1
12847,RP11-138P22.1
12848,RP11-1391J7.1
12849,RP11-1398P2.1
12850,RP11-13A1.1
12851,RP11-13K12.2
12852,RP11-140I16.3
12853,RP11-140K17.3
12854,RP11-141B14.1
12855,RP11-141M1.3
12856,RP11-143A12.3
12857,RP11-143K11.7
12858,RP11-145A3.1
12859,RP11-146F11.1
12860,RP11-146F11.5
12861,RP11-147L13.11
12862,RP11-147L13.12
12863,RP11-147L13.13
12864,RP11-147L13.15
12865,RP11-148B18.1
12866,RP11-148B6.1
12867,RP11-148L24.1
12868,RP11-148O21.6
12869,RP11-149I23.3
12870,RP11-14N7.2
12871,RP11-151A10.3
12872,RP11-152N13.16
12873,RP11-152N13.5
12874,RP11-153F10.2
12875,RP11-154J22.1
12876,RP11-156E8.1
12877,RP11-156K23.3
12878,RP11-156L14.1
12879,RP11-157E16.1
12880,RP11-157F20.3
12881,RP11-157J24.2
12882,RP11-157P1.4
12883,RP11-158H5.8
12884,RP11-158I9.8
12885,RP11-158K1.3
12886,RP11-158M2.3
12887,RP11-159D12.2
12888,RP11-159D12.5
12889,RP11-159F24.5
12890,RP11-159G9.5
12891,RP11-159H10.3
12892,RP11-159H22.2
12893,RP11-15A1.2
12894,RP11-15A1.3
12895,RP11-15A1.7
12896,RP11-15B17.1
12897,RP11-15E1.5
12898,RP11-15I11.3
12899,RP11-15J22.8
12900,RP11-15L13.4
12901,RP11-160E2.6
12902,RP11-160N1.10
12903,RP11-160O5.1
12904,RP11-161H23.5
12905,RP11-161M6.2
12906,RP11-161M6.3
12907,RP11-162A12.2
12908,RP11-162A12.4
12909,RP11-162G10.5
12910,RP11-164P12.4
12911,RP11-165A20.3
12912,RP11-165E7.1
12913,RP11-165J3.6
12914,RP11-166B2.1
12915,RP11-166O4.6
12916,RP11-166P13.3
12917,RP11-166P13.4
12918,RP11-167N5.5
12919,RP11-168K11.3
12920,RP11-169E6.1
12921,RP11-169K16.4
12922,RP11-16E12.1
12923,RP11-16E18.3
12924,RP11-16N11.2
12925,RP11-16P6.1
12926,RP11-170N16.3
12927,RP11-171I2.2
12928,RP11-171I2.5
12929,RP11-172H24.4
12930,RP11-173A6.3
12931,RP11-173C1.1
12932,RP11-173D3.1
12933,RP11-173M1.4
12934,RP11-173P15.9
12935,RP11-174J11.1
12936,RP11-175K6.1
12937,RP11-175O19.4
12938,RP11-176H8.1
12939,RP11-177G23.2
12940,RP11-178L8.7
12941,RP11-179B2.2
12942,RP11-17A1.3
12943,RP11-17A19.2
12944,RP11-17E13.2
12945,RP11-17M16.2
12946,RP11-180C1.1
12947,RP11-180C16.1
12948,RP11-180M15.6
12949,RP11-180O5.2
12950,RP11-181C3.1
12951,RP11-181E10.3
12952,RP11-181G12.2
12953,RP11-182J1.3
12954,RP11-182L21.6
12955,RP11-184M15.1
12956,RP11-185E8.1
12957,RP11-186B7.7
12958,RP11-186N15.3
12959,RP11-188D8.1
12960,RP11-188P20.3
12961,RP11-18B16.2
12962,RP11-18H7.1
12963,RP1-118J21.25
12964,RP1-118J21.5
12965,RP11-190A12.8
12966,RP11-190C22.8
12967,RP11-190C22.9
12968,RP11-191L17.1
12969,RP11-191L9.4
12970,RP11-192H23.4
12971,RP11-192H23.6
12972,RP11-195C7.1
12973,RP11-195F19.5
12974,RP11-195F19.9
12975,RP11-196G11.2
12976,RP11-196G11.6
12977,RP11-196G18.23
12978,RP11-196G18.24
12979,RP11-197K6.1
12980,RP11-19E11.1
12981,RP11-1C8.7
12982,RP11-1E4.1
12983,RP11-200A1.1
12984,RP11-201E8.1
12985,RP11-203B9.4
12986,RP11-204L24.2
12987,RP11-206L10.9
12988,RP11-209D14.2
12989,RP11-20D14.6
12990,RP11-20E24.1
12991,RP1-120G22.11
12992,RP11-20I23.13
12993,RP11-20I23.6
12994,RP11-20J15.3
12995,RP11-210M15.2
12996,RP11-211G23.2
12997,RP11-211N8.2
12998,RP11-212I21.4
12999,RP11-212P7.2
13000,RP11-213G6.2
13001,RP11-214K3.24
13002,RP11-214N9.1
13003,RP11-214O1.3
13004,RP11-215P8.3
13005,RP11-216B9.6
13006,RP11-217B1.2
13007,RP11-217B7.2
13008,RP11-218C14.8
13009,RP11-218E20.3
13010,RP11-218F10.3
13011,RP11-218I7.2
13012,RP11-218M22.1
13013,RP11-219A15.1
13014,RP11-219B17.3
13015,RP11-219B4.7
13016,RP11-219D15.3
13017,RP11-219G17.4
13018,RP11-21A7A.3
13019,RP11-21A7A.4
13020,RP11-21C4.1
13021,RP11-21L23.3
13022,RP11-220C2.1
13023,RP11-220I1.5
13024,RP11-221N13.3
13025,RP11-221N13.4
13026,RP11-222K16.1
13027,RP11-222K16.2
13028,RP11-225B17.2
13029,RP11-225H22.4
13030,RP11-225H22.7
13031,RP11-227D13.1
13032,RP11-227G15.10
13033,RP11-227G15.11
13034,RP11-227G15.8
13035,RP11-22A3.2
13036,RP1-122K4.2
13037,RP11-22N19.2
13038,RP1-122P22.2
13039,RP1-122P22.4
13040,RP11-22P6.2
13041,RP11-230B22.1
13042,RP11-230C9.2
13043,RP11-230C9.4
13044,RP11-230G5.2
13045,RP11-231C14.7
13046,RP11-231C18.1
13047,RP11-231C18.2
13048,RP11-231D20.2
13049,RP11-231G3.1
13050,RP11-232L2.2
13051,RP11-235E17.2
13052,RP11-236B18.5
13053,RP11-236L14.2
13054,RP11-238F2.1
13055,RP11-23F23.2
13056,RP11-242D8.1
13057,RP11-242F24.1
13058,RP11-244F12.2
13059,RP11-244M2.1
13060,RP11-245D16.4
13061,RP11-245G13.2
13062,RP11-245J9.4
13063,RP11-245J9.5
13064,RP11-245J9.6
13065,RP11-247A12.2
13066,RP11-247A12.7
13067,RP11-247A12.8
13068,RP11-247C2.2
13069,RP11-247L20.4
13070,RP11-248N22.1
13071,RP11-250B2.3
13072,RP11-250B2.5
13073,RP11-250B2.6
13074,RP11-251G23.5
13075,RP11-252A24.3
13076,RP11-253E3.3
13077,RP11-253M7.1
13078,RP11-254F7.2
13079,RP11-254F7.4
13080,RP11-255C15.3
13081,RP11-255E6.6
13082,RP11-255M2.3
13083,RP11-256I23.2
13084,RP11-256I23.3
13085,RP11-258C19.7
13086,RP11-258F1.1
13087,RP11-259K15.2
13088,RP11-259K5.1
13089,RP11-259K5.2
13090,RP11-259N19.1
13091,RP11-25I15.3
13092,RP11-25I9.2
13093,RP11-25K19.1
13094,RP11-25K21.1
13095,RP11-25L3.3
13096,RP11-260M2.1
13097,RP11-262A16.1
13098,RP11-262H14.3
13099,RP11-262H14.4
13100,RP11-263K19.4
13101,RP11-264B17.4
13102,RP11-265E18.1
13103,RP11-266J6.2
13104,RP11-266K4.14
13105,RP11-266K4.9
13106,RP11-266O8.1
13107,RP11-267C16.1
13108,RP11-267M23.4
13109,RP11-268G12.1
13110,RP11-268J15.5
13111,RP11-26J3.1
13112,RP11-272L13.3
13113,RP11-273G15.2
13114,RP11-274B21.10
13115,RP11-274B21.9
13116,RP11-274H2.3
13117,RP11-276E15.4
13118,RP11-276H7.2
13119,RP11-277A4.4
13120,RP11-277B15.3
13121,RP11-277P12.20
13122,RP11-278C7.4
13123,RP11-279F6.2
13124,RP11-279O9.4
13125,RP11-27G24.1
13126,RP11-27M24.1
13127,RP11-281O15.4
13128,RP11-282O18.3
13129,RP11-283C24.1
13130,RP11-284F21.10
13131,RP11-284F21.11
13132,RP11-284F21.9
13133,RP11-284N8.3
13134,RP11-285A1.1
13135,RP11-285F16.1
13136,RP11-285F7.2
13137,RP11-285J16.1
13138,RP11-286E11.1
13139,RP11-286N22.8
13140,RP11-287D1.2
13141,RP11-288L9.1
13142,RP11-28H5.2
13143,RP11-290D2.6
13144,RP11-290F24.6
13145,RP11-290F5.2
13146,RP11-290L1.2
13147,RP11-290L1.3
13148,RP11-290O12.2
13149,RP11-293A21.1
13150,RP11-293M10.6
13151,RP11-294J22.6
13152,RP11-294N21.3
13153,RP11-295G20.2
13154,RP11-295H24.4
13155,RP11-295I5.3
13156,RP11-295M3.4
13157,RP11-295P9.13
13158,RP11-296O14.3
13159,RP11-297D21.4
13160,RP11-297J22.1
13161,RP11-297K8.2
13162,RP11-297N6.4
13163,RP11-298I3.4
13164,RP11-298J20.3
13165,RP11-299G20.2
13166,RP11-299H21.1
13167,RP11-299J3.8
13168,RP11-299L17.3
13169,RP11-29B2.6
13170,RP11-2B6.2
13171,RP11-2B6.3
13172,RP11-2C24.9
13173,RP11-2E11.5
13174,RP11-2E11.6
13175,RP11-2E11.9
13176,RP1-12G14.7
13177,RP11-2H3.6
13178,RP11-2N1.2
13179,RP11-300M24.1
13180,RP11-301G7.1
13181,RP11-301O19.1
13182,RP11-302B13.5
13183,RP11-303E16.5
13184,RP11-303E16.6
13185,RP11-304F15.3
13186,RP11-304L19.12
13187,RP11-304L19.13
13188,RP11-305K5.1
13189,RP11-305L7.6
13190,RP11-306G20.1
13191,RP11-307B6.3
13192,RP11-307C12.11
13193,RP11-307C12.12
13194,RP11-307C12.13
13195,RP11-307C18.1
13196,RP11-307C19.1
13197,RP11-307C19.2
13198,RP11-307L14.1
13199,RP11-307L14.2
13200,RP11-307N16.6
13201,RP11-307P5.1
13202,RP11-308N19.1
13203,RP11-309L24.4
13204,RP11-309M23.1
13205,RP11-30K9.6
13206,RP11-30P6.6
13207,RP11-312B8.1
13208,RP11-313P13.5
13209,RP11-313P22.1
13210,RP11-314A20.2
13211,RP11-314B1.2
13212,RP11-314C16.1
13213,RP11-314N13.3
13214,RP11-315A16.1
13215,RP11-315D16.4
13216,RP11-315I20.1
13217,RP11-315I20.3
13218,RP11-315O6.1
13219,RP11-316O14.1
13220,RP11-317N12.1
13221,RP11-317N8.5
13222,RP11-317P15.4
13223,RP11-318A15.2
13224,RP11-318A15.8
13225,RP11-318C24.2
13226,RP11-318E3.9
13227,RP11-318K12.2
13228,RP11-318M2.3
13229,RP11-319G6.1
13230,RP11-31F15.2
13231,RP11-320G24.1
13232,RP11-320M16.2
13233,RP11-320M2.1
13234,RP11-320P7.2
13235,RP11-321A17.6
13236,RP11-321G12.1
13237,RP11-322E11.2
13238,RP11-322E11.6
13239,RP11-323F24.3
13240,RP11-324D17.1
13241,RP11-324E6.10
13242,RP11-324I22.4
13243,RP11-324L17.1
13244,RP11-324O2.3
13245,RP11-325N19.3
13246,RP11-326A19.3
13247,RP11-326A19.4
13248,RP11-326C3.11
13249,RP11-326C3.12
13250,RP11-326C3.15
13251,RP11-326G21.1
13252,RP11-326I11.3
13253,RP11-326I11.4
13254,RP11-326K13.4
13255,RP11-327F22.2
13256,RP11-327J17.9
13257,RP11-327P2.5
13258,RP11-328C8.4
13259,RP11-329B9.3
13260,RP11-329B9.4
13261,RP11-329B9.5
13262,RP11-32B5.7
13263,RP11-32B5.8
13264,RP11-332H14.1
13265,RP11-332H14.2
13266,RP11-332H18.5
13267,RP11-333A23.4
13268,RP11-333E1.1
13269,RP11-333I13.1
13270,RP11-333O1.1
13271,RP11-334C17.5
13272,RP11-334C17.6
13273,RP11-334G22.1
13274,RP11-334J6.6
13275,RP11-334J6.7
13276,RP11-336K24.12
13277,RP11-337C18.8
13278,RP11-338C15.3
13279,RP11-338N10.1
13280,RP11-339B21.13
13281,RP11-33A14.1
13282,RP11-33H15.1
13283,RP11-33N14.3
13284,RP11-33O4.1
13285,RP11-340F14.6
13286,RP11-340I6.8
13287,RP11-341G23.4
13288,RP11-341N2.1
13289,RP11-342D14.1
13290,RP11-342K6.1
13291,RP11-342K6.4
13292,RP11-342M1.3
13293,RP11-343H19.1
13294,RP11-343J3.2
13295,RP11-343L5.2
13296,RP11-344N10.5
13297,RP11-344P13.6
13298,RP11-345F18.1
13299,RP11-345J4.5
13300,RP11-345P4.10
13301,RP11-345P4.9
13302,RP11-346C20.3
13303,RP11-346D14.1
13304,RP11-346L1.2
13305,RP11-347C12.10
13306,RP11-347C18.5
13307,RP11-347I19.7
13308,RP11-347P5.1
13309,RP11-348N5.9
13310,RP11-348P10.2
13311,RP11-34P13.7
13312,RP11-350G8.5
13313,RP11-350J20.12
13314,RP11-350J20.5
13315,RP11-350N15.5
13316,RP11-350N15.6
13317,RP11-351A11.1
13318,RP11-351D16.3
13319,RP11-351I21.11
13320,RP11-351J23.2
13321,RP11-352D3.2
13322,RP11-352G9.1
13323,RP11-352M15.2
13324,RP11-353N14.1
13325,RP11-353N14.2
13326,RP11-354E11.2
13327,RP11-354H21.1
13328,RP11-354K1.1
13329,RP11-354P11.3
13330,RP11-354P11.4
13331,RP11-355B11.2
13332,RP11-356C4.3
13333,RP11-356I2.4
13334,RP11-356J5.12
13335,RP11-356N1.2
13336,RP11-357H14.17
13337,RP11-357K6.1
13338,RP11-359B12.2
13339,RP11-359E10.1
13340,RP11-359E3.4
13341,RP11-359I18.5
13342,RP11-35G9.3
13343,RP11-35G9.5
13344,RP11-35O15.1
13345,RP11-360L9.4
13346,RP11-362K14.6
13347,RP11-362K2.2
13348,RP11-363D14.1
13349,RP11-363E6.3
13350,RP11-363E6.4
13351,RP11-363J20.1
13352,RP11-365H22.2
13353,RP11-365O16.6
13354,RP11-365P13.5
13355,RP11-366F6.2
13356,RP11-366L20.2
13357,RP11-366L5.1
13358,RP11-367F23.2
13359,RP11-367G18.1
13360,RP11-367G6.3
13361,RP11-367J11.3
13362,RP11-367N14.2
13363,RP11-367N14.3
13364,RP11-368I23.2
13365,RP11-368I7.4
13366,RP11-368I7.6
13367,RP11-369C8.1
13368,RP11-370A5.1
13369,RP11-370I10.12
13370,RP11-371A19.2
13371,RP11-372K14.2
13372,RP11-373D23.3
13373,RP11-373E16.4
13374,RP11-373I8.1
13375,RP11-373N22.3
13376,RP11-374M1.5
13377,RP11-375I20.6
13378,RP11-375N15.2
13379,RP11-378A12.1
13380,RP11-378A13.2
13381,RP11-378J18.8
13382,RP11-379B8.1
13383,RP11-379F4.4
13384,RP11-379F4.6
13385,RP11-379F4.9
13386,RP11-379H18.1
13387,RP11-379K17.12
13388,RP11-37B2.1
13389,RP11-37C7.3
13390,RP11-380B4.3
13391,RP11-380D11.2
13392,RP11-380D23.1
13393,RP11-380D23.2
13394,RP11-380J14.1
13395,RP11-380L11.4
13396,RP11-380N8.7
13397,RP11-380O24.1
13398,RP11-381K20.2
13399,RP11-381O7.3
13400,RP11-382A20.3
13401,RP11-382D12.2
13402,RP11-383I23.2
13403,RP11-384F7.2
13404,RP11-384O8.1
13405,RP11-384P7.7
13406,RP11-385D13.1
13407,RP11-385D13.3
13408,RP11-385F5.4
13409,RP11-385F5.5
13410,RP11-385F7.1
13411,RP11-386G11.10
13412,RP11-386G11.5
13413,RP11-386G11.8
13414,RP11-386I14.4
13415,RP11-387M24.5
13416,RP11-388C12.1
13417,RP11-388M20.1
13418,RP1-138B7.7
13419,RP11-38C17.1
13420,RP11-38L15.2
13421,RP11-38L15.3
13422,RP11-38M8.1
13423,RP11-390E23.6
13424,RP11-390F4.3
13425,RP11-390F4.6
13426,RP11-390P2.4
13427,RP11-390P24.1
13428,RP11-392O17.1
13429,RP11-392O17.2
13430,RP11-392P7.6
13431,RP11-393I2.4
13432,RP11-394O4.5
13433,RP11-395A13.2
13434,RP11-395B7.4
13435,RP11-395D3.1
13436,RP11-395G23.3
13437,RP11-395N3.2
13438,RP11-396C23.2
13439,RP11-396F22.1
13440,RP11-396O20.1
13441,RP11-397O8.7
13442,RP11-398C13.6
13443,RP11-398K22.12
13444,RP11-399K21.11
13445,RP11-399K21.13
13446,RP11-399K21.14
13447,RP11-3B7.1
13448,RP11-3D4.3
13449,RP11-3P17.4
13450,RP11-400F19.6
13451,RP11-400K9.4
13452,RP11-400N13.3
13453,RP11-401F2.3
13454,RP11-401P9.4
13455,RP11-401P9.5
13456,RP11-402D21.2
13457,RP11-402G3.3
13458,RP11-402J6.1
13459,RP11-403A3.1
13460,RP11-403A3.2
13461,RP11-403A3.3
13462,RP11-403B2.6
13463,RP11-403D15.2
13464,RP11-403I13.5
13465,RP11-403P17.3
13466,RP11-403P17.4
13467,RP11-404J23.1
13468,RP11-406H21.2
13469,RP11-407G23.7
13470,RP11-407N17.5
13471,RP11-407P15.2
13472,RP11-408A13.4
13473,RP11-408N14.1
13474,RP1-140A9.1
13475,RP1-140K8.5
13476,RP11-410E4.1
13477,RP11-410K21.2
13478,RP11-410L14.2
13479,RP11-412D9.4
13480,RP11-413H22.2
13481,RP11-413H22.3
13482,RP11-414C23.1
13483,RP11-414H17.5
13484,RP11-415A20.1
13485,RP11-415C15.2
13486,RP11-415F23.2
13487,RP11-415F23.4
13488,RP11-416N2.4
13489,RP11-417L19.2
