,GENE
10757,PAXBP1
10758,PAXBP1-AS1
10759,PAXIP1
10760,PAXIP1-AS1
10761,PAXIP1-AS2
10762,PBDC1
10763,PBK
10764,PBLD
10765,PBRM1
10766,PBX1
10767,PBX2
10768,PBX3
10769,PBX4
10770,PBXIP1
10771,PC
10772,PCAT1
10773,PCAT14
10774,PCAT6
10775,PCAT7
10776,PCBD1
10777,PCBD2
10778,PCBP1
10779,PCBP2
10780,PCBP3
10781,PCBP4
10782,PCCA
10783,PCCB
10784,PCDH1
10785,PCDH10
10786,PCDH11X
10787,PCDH12
10788,PCDH15
10789,PCDH17
10790,PCDH18
10791,PCDH19
10792,PCDH20
10793,PCDH7
10794,PCDH8
10795,PCDH9
10796,PCDH9-AS1
10797,PCDH9-AS2
10798,PCDHA1
10799,PCDHA10
10800,PCDHA11
10801,PCDHA12
10802,PCDHA13
10803,PCDHA4
10804,PCDHA5
10805,PCDHA6
10806,PCDHA7
10807,PCDHA9
10808,PCDHAC1
10809,PCDHB10
10810,PCDHB11
10811,PCDHB12
10812,PCDHB13
10813,PCDHB14
10814,PCDHB15
10815,PCDHB16
10816,PCDHB2
10817,PCDHB3
10818,PCDHB4
10819,PCDHB5
10820,PCDHB6
10821,PCDHB7
10822,PCDHB8
10823,PCDHB9
10824,PCDHGA1
10825,PCDHGA10
10826,PCDHGA11
10827,PCDHGA12
10828,PCDHGA2
10829,PCDHGA3
10830,PCDHGA5
10831,PCDHGA6
10832,PCDHGA7
10833,PCDHGA8
10834,PCDHGA9
10835,PCDHGB2
10836,PCDHGB6
10837,PCDHGB7
10838,PCDHGC3
10839,PCDHGC4
10840,PCDHGC5
10841,PCED1A
10842,PCED1B
10843,PCF11
10844,PCF11-AS1
10845,PCGF1
10846,PCGF2
10847,PCGF3
10848,PCGF5
10849,PCGF6
10850,PCID2
10851,PCIF1
10852,PCK1
10853,PCK2
10854,PCLO
10855,PCM1
10856,PCMT1
10857,PCMTD1
10858,PCMTD2
10859,PCNA
10860,PCNP
10861,PCNT
10862,PCNX
10863,PCNXL2
10864,PCNXL3
10865,PCNXL4
10866,PCOLCE
10867,PCOLCE2
10868,PCOLCE-AS1
10869,PCP4
10870,PCSK1
10871,PCSK1N
10872,PCSK2
10873,PCSK4
10874,PCSK5
10875,PCSK6
10876,PCSK7
10877,PCSK9
10878,PCTP
10879,PCYOX1
10880,PCYOX1L
10881,PCYT1A
10882,PCYT1B
10883,PCYT2
10884,PDAP1
10885,PDCD10
10886,PDCD11
10887,PDCD1LG2
10888,PDCD2
10889,PDCD2L
10890,PDCD4
10891,PDCD4-AS1
10892,PDCD5
10893,PDCD6
10894,PDCD6IP
10895,PDCD7
10896,PDCL
10897,PDCL3
10898,PDDC1
10899,PDE10A
10900,PDE11A
10901,PDE12
10902,PDE1A
10903,PDE1C
10904,PDE2A
10905,PDE3A
10906,PDE3B
10907,PDE4A
10908,PDE4B
10909,PDE4C
10910,PDE4D
10911,PDE4DIP
10912,PDE5A
10913,PDE6A
10914,PDE6B
10915,PDE6D
10916,PDE6G
10917,PDE7A
10918,PDE7B
10919,PDE8A
10920,PDE8B
10921,PDE9A
10922,PDF
10923,PDGFA
10924,PDGFB
10925,PDGFC
10926,PDGFD
10927,PDGFRA
10928,PDGFRB
10929,PDGFRL
10930,PDHA1
10931,PDHB
10932,PDHX
10933,PDIA2
10934,PDIA3
10935,PDIA4
10936,PDIA5
10937,PDIA6
10938,PDIK1L
10939,PDK1
10940,PDK2
10941,PDK3
10942,PDK4
10943,PDLIM1
10944,PDLIM2
10945,PDLIM3
10946,PDLIM4
10947,PDLIM5
10948,PDLIM7
10949,PDP1
10950,PDP2
10951,PDPK1
10952,PDPN
10953,PDPR
10954,PDRG1
10955,PDS5A
10956,PDS5B
10957,PDSS1
10958,PDSS2
10959,PDXDC1
10960,PDXK
10961,PDXP
10962,PDZD11
10963,PDZD2
10964,PDZD4
10965,PDZD7
10966,PDZD8
10967,PDZK1
10968,PDZRN3
10969,PDZRN4
10970,PEA15
10971,PEAK1
10972,PEAR1
10973,PEBP1
10974,PEBP4
10975,PECAM1
10976,PECR
10977,PEF1
10978,PEG10
10979,PEG3
10980,PELI1
10981,PELI2
10982,PELI3
10983,PELO
10984,PELP1
10985,PEMT
10986,PENK
10987,PEPD
10988,PER1
10989,PER2
10990,PER3
10991,PERM1
10992,PERP
10993,PES 1.00
10994,PET100
10995,PET117
10996,PEX1
10997,PEX10
10998,PEX11A
10999,PEX11B
11000,PEX11G
11001,PEX12
11002,PEX13
11003,PEX14
11004,PEX16
11005,PEX19
11006,PEX2
11007,PEX26
11008,PEX3
11009,PEX5
11010,PEX5L
11011,PEX6
11012,PEX7
11013,PFAS
11014,PFDN1
11015,PFDN2
11016,PFDN4
11017,PFDN5
11018,PFDN6
11019,PFKFB2
11020,PFKFB3
11021,PFKFB4
11022,PFKL
11023,PFKM
11024,PFKP
11025,PFN1
11026,PFN2
11027,PFN4
11028,PGA5
11029,PGAM1
11030,PGAM2
11031,PGAM5
11032,PGAP1
11033,PGAP2
11034,PGAP3
11035,PGBD1
11036,PGBD2
11037,PGBD4
11038,PGBD5
11039,PGD
11040,PGF
11041,PGGT1B
11042,PGK 1.00
11043,PGLS
11044,PGM1
11045,PGM2
11046,PGM2L1
11047,PGM3
11048,PGM5
11049,PGM5-AS1
11050,PGM5-AS1.1
11051,PGM5P2
11052,PGM5P4-AS1
11053,PGP
11054,PGPEP1
11055,PGR
11056,PGRMC1
11057,PGRMC2
11058,PGS1
11059,PHACTR1
11060,PHACTR2
11061,PHACTR3
11062,PHACTR4
11063,PHAX
11064,PHB
11065,PHB2
11066,PHC1
11067,PHC2
11068,PHC3
11069,PHEX
11070,PHEX-AS1
11071,PHF1
11072,PHF10
11073,PHF11
11074,PHF12
11075,PHF13
11076,PHF14
11077,PHF19
11078,PHF2
11079,PHF20
11080,PHF20L1
11081,PHF21A
11082,PHF21B
11083,PHF23
11084,PHF24
11085,PHF3
11086,PHF5A
11087,PHF6
11088,PHF7
11089,PHF8
11090,PHGDH
11091,PHIP
11092,PHKA1
11093,PHKA2
11094,PHKB
11095,PHKG1
11096,PHKG2
11097,PHLDA1
11098,PHLDA2
11099,PHLDA3
11100,PHLDB1
11101,PHLDB2
11102,PHLDB3
11103,PHLPP1
11104,PHLPP2
11105,PHOSPHO2
11106,PHPT1
11107,PHRF1
11108,PHTF1
11109,PHTF2
11110,PHYH
11111,PHYHD1
11112,PHYHIP
11113,PHYHIPL
11114,PHYKPL
11115,PI15
11116,PI16
11117,PI3
11118,PI4K2A
11119,PI4K2B
11120,PI4KA
11121,PI4KB
11122,PIANP
11123,PIAS1
11124,PIAS2
11125,PIAS3
11126,PIAS4
11127,PIBF1
11128,PICALM
11129,PICK1
11130,PID1
11131,PIDD1
11132,PIEZO1
11133,PIEZO2
11134,PIF1
11135,PIFO
11136,PIGA
11137,PIGB
11138,PIGBOS1
11139,PIGC
11140,PIGF
11141,PIGG
11142,PIGH
11143,PIGK
11144,PIGL
11145,PIGM
11146,PIGN
11147,PIGO
11148,PIGP
11149,PIGQ
11150,PIGS
11151,PIGT
11152,PIGU
11153,PIGV
11154,PIGW
11155,PIGX
11156,PIGZ
11157,PIH1D1
11158,PIH1D2
11159,PIK3AP1
11160,PIK3C2A
11161,PIK3C2B
11162,PIK3C3
11163,PIK3CA
11164,PIK3CB
11165,PIK3CD
11166,PIK3CD-AS2
11167,PIK3IP1
11168,PIK3R1
11169,PIK3R2
11170,PIK3R3
11171,PIK3R4
11172,PIK3R5
11173,PIK3R6
11174,PIKFYVE
11175,PILRA
11176,PILRB
11177,PIM1
11178,PIM2
11179,PIM3
11180,PIN1
11181,PIN4
11182,PINK1
11183,PINK1-AS
11184,PINLYP
11185,PINX1
11186,PIP4K2A
11187,PIP4K2B
11188,PIP4K2C
11189,PIP5K1A
11190,PIP5K1B
11191,PIP5K1C
11192,PIP5KL1
11193,PIPOX
11194,PIR
11195,PIRT
11196,PISD
11197,PITHD1
11198,PITPNA
11199,PITPNA-AS1
11200,PITPNB
11201,PITPNC1
11202,PITPNM1
11203,PITPNM2
11204,PITPNM3
11205,PITRM1
11206,PITX1
11207,PITX2
11208,PITX3
11209,PIWIL1
11210,PIWIL2
11211,PIWIL4
11212,PJA1
11213,PJA2
11214,PKD1
11215,PKD1L1
11216,PKD2
11217,PKDCC
11218,PKI55
11219,PKIA
11220,PKIB
11221,PKIG
11222,PKM
11223,PKMYT1
11224,PKN1
11225,PKN2
11226,PKN2-AS1
11227,PKN3
11228,PKNOX1
11229,PKNOX2
11230,PKP1
11231,PKP2
11232,PKP3
11233,PKP4
11234,PLA1A
11235,PLA2G12A
11236,PLA2G15
11237,PLA2G16
11238,PLA2G2A
11239,PLA2G3
11240,PLA2G4A
11241,PLA2G4C
11242,PLA2G5
11243,PLA2G6
11244,PLA2G7
11245,PLA2R1
11246,PLAA
11247,PLAC1
11248,PLAC8
11249,PLAC8L1
11250,PLAC9
11251,PLAG1
11252,PLAGL1
11253,PLAGL2
11254,PLAT
11255,PLAU
11256,PLAUR
11257,PLB1
11258,PLBD1
11259,PLBD2
11260,PLCB1
11261,PLCB2
11262,PLCB3
11263,PLCB4
11264,PLCD1
11265,PLCD3
11266,PLCD4
11267,PLCE1
11268,PLCE1-AS1
11269,PLCG1
11270,PLCG1-AS1
11271,PLCG2
11272,PLCH1
11273,PLCH2
11274,PLCL1
11275,PLCL2
11276,PLCXD1
11277,PLCXD2
11278,PLCXD3
11279,PLCZ1
11280,PLD1
11281,PLD2
11282,PLD3
11283,PLD4
11284,PLD5
11285,PLD6
11286,PLEC
11287,PLEK
11288,PLEK2
11289,PLEKHA1
11290,PLEKHA2
11291,PLEKHA3
11292,PLEKHA4
11293,PLEKHA5
11294,PLEKHA6
11295,PLEKHA7
11296,PLEKHA8
11297,PLEKHB1
11298,PLEKHB2
11299,PLEKHD1
11300,PLEKHF1
11301,PLEKHF2
11302,PLEKHG1
11303,PLEKHG2
11304,PLEKHG3
11305,PLEKHG4
11306,PLEKHG4B
11307,PLEKHG5
11308,PLEKHG6
11309,PLEKHH1
11310,PLEKHH2
11311,PLEKHH3
11312,PLEKHJ1
11313,PLEKHM1
11314,PLEKHM2
11315,PLEKHN1
11316,PLEKHO1
11317,PLEKHO2
11318,PLEKHS1
11319,PLGLB1
11320,PLGRKT
11321,PLIN1
11322,PLIN2
11323,PLIN3
11324,PLIN5
11325,PLK1
11326,PLK2
11327,PLK3
11328,PLK4
11329,PLK5
11330,PLLP
11331,PLN
11332,PLOD1
11333,PLOD2
11334,PLOD3
11335,PLP1
11336,PLP2
11337,PLPP1
11338,PLPP2
11339,PLPP3
11340,PLPP4
11341,PLPP5
11342,PLPP6
11343,PLPP7
11344,PLPPR1
11345,PLPPR2
11346,PLPPR3
11347,PLPPR4
11348,PLPPR5
11349,PLRG1
11350,PLS1
11351,PLS3
11352,PLSCR1
11353,PLSCR4
11354,PLTP
11355,PLXDC1
11356,PLXDC2
11357,PLXNA1
11358,PLXNA2
11359,PLXNA3
11360,PLXNA4
11361,PLXNB1
11362,PLXNB2
11363,PLXNB3
11364,PLXNC1
11365,PLXND1
11366,PM20D2
11367,PMAIP1
11368,PMEL
11369,PMEPA1
11370,PMF1
11371,PMF1-BGLAP
11372,PMFBP1
11373,PML
11374,PMM1
11375,PMM2
11376,PMP2
11377,PMP22
11378,PMPCA
11379,PMPCB
11380,PMS1
11381,PMS2
11382,PMVK
11383,PNCK
11384,PNISR
11385,PNKD
11386,PNKP
11387,PNLIPRP3
11388,PNMA1
11389,PNMA2
11390,PNMA3
11391,PNMA6A
11392,PNMAL1
11393,PNMAL2
11394,PNMT
11395,PNN
11396,PNO1
11397,PNOC
11398,PNP
11399,PNPLA2
11400,PNPLA3
11401,PNPLA4
11402,PNPLA6
11403,PNPLA7
11404,PNPLA8
11405,PNPO
11406,PNPT1
11407,PNRC1
11408,PNRC2
11409,POC1A
11410,POC1B
11411,POC5
11412,PODN
11413,PODNL1
11414,PODXL
11415,PODXL2
11416,POFUT1
11417,POFUT2
11418,POGK
11419,POGLUT1
11420,POGZ
11421,POLA1
11422,POLA2
11423,POLB
11424,POLD1
11425,POLD2
11426,POLD3
11427,POLD4
11428,POLDIP2
11429,POLDIP3
11430,POLE
11431,POLE2
11432,POLE3
11433,POLE4
11434,POLG
11435,POLG2
11436,POLH
11437,POLI
11438,POLK
11439,POLL
11440,POLM
11441,POLN
11442,POLQ
11443,POLR1A
11444,POLR1B
11445,POLR1C
11446,POLR1D
11447,POLR1E
11448,POLR2A
11449,POLR2B
11450,POLR2C
11451,POLR2D
11452,POLR2E
11453,POLR2F
11454,POLR2G
11455,POLR2H
11456,POLR2I
11457,POLR2J
11458,POLR2J2
11459,POLR2J3
11460,POLR2K
11461,POLR2L
11462,POLR2M
11463,POLR3A
11464,POLR3B
11465,POLR3C
11466,POLR3D
11467,POLR3E
11468,POLR3F
11469,POLR3G
11470,POLR3GL
11471,POLR3H
11472,POLR3K
11473,POLRMT
11474,POM121
11475,POM121C
11476,POMC
11477,POMGNT1
11478,POMGNT2
11479,POMK
11480,POMP
11481,POMT1
11482,POMT2
11483,POMZP3
11484,PON2
11485,PON3
11486,POP1
11487,POP4
11488,POP5
11489,POP7
11490,POPDC2
11491,POPDC3
11492,POR
11493,PORCN
11494,POSTN
11495,POT1
11496,POT1-AS1
11497,POU2AF1
11498,POU2F1
11499,POU2F2
11500,POU2F3
11501,POU3F1
11502,POU3F2
11503,POU3F3
11504,POU3F4
11505,POU4F1
11506,POU5F1
11507,POU5F1B
11508,POU5F2
11509,POU6F1
11510,PP7080
11511,PPA1
11512,PPA2
11513,PPAN
11514,PPARA
11515,PPARD
11516,PPARG
11517,PPARGC1A
11518,PPARGC1B
11519,PPAT
11520,PPCDC
11521,PPCS
11522,PPDPF
11523,PPEF1
11524,PPFIA1
11525,PPFIA2
11526,PPFIA3
11527,PPFIA4
11528,PPFIBP1
11529,PPFIBP2
11530,PPHLN1
11531,PPIA
11532,PPIB
11533,PPIC
11534,PPID
11535,PPIE
11536,PPIF
11537,PPIG
11538,PPIH
11539,PPIL1
11540,PPIL2
11541,PPIL3
11542,PPIL4
11543,PPIL6
11544,PPIP5K1
11545,PPIP5K2
11546,PPL
11547,PPM1A
11548,PPM1B
11549,PPM1D
11550,PPM1E
11551,PPM1F
11552,PPM1G
11553,PPM1H
11554,PPM1J
11555,PPM1K
11556,PPM1L
11557,PPM1M
11558,PPM1N
11559,PPME1
11560,PPOX
11561,PPP1CA
11562,PPP1CB
11563,PPP1CC
11564,PPP1R10
11565,PPP1R11
11566,PPP1R12A
11567,PPP1R12B
11568,PPP1R12C
11569,PPP1R13B
11570,PPP1R13L
11571,PPP1R14A
11572,PPP1R14B
11573,PPP1R14C
11574,PPP1R15A
11575,PPP1R15B
11576,PPP1R16A
11577,PPP1R16B
11578,PPP1R18
11579,PPP1R1B
11580,PPP1R1C
11581,PPP1R2
11582,PPP1R21
11583,PPP1R26
11584,PPP1R26-AS1
11585,PPP1R27
11586,PPP1R32
11587,PPP1R35
11588,PPP1R36
11589,PPP1R37
11590,PPP1R3B
11591,PPP1R3C
11592,PPP1R3D
11593,PPP1R3E
11594,PPP1R3F
11595,PPP1R3G
11596,PPP1R42
11597,PPP1R7
11598,PPP1R8
11599,PPP1R9A
11600,PPP1R9B
11601,PPP2CA
11602,PPP2CB
11603,PPP2R1A
11604,PPP2R1B
11605,PPP2R2A
11606,PPP2R2B
11607,PPP2R2C
11608,PPP2R2D
11609,PPP2R3A
11610,PPP2R3B
11611,PPP2R3C
11612,PPP2R4
11613,PPP2R5A
11614,PPP2R5B
11615,PPP2R5C
11616,PPP2R5D
11617,PPP2R5E
11618,PPP3CA
11619,PPP3CB
11620,PPP3CC
11621,PPP3R1
11622,PPP3R2
11623,PPP4C
11624,PPP4R1
11625,PPP4R1-AS1
11626,PPP4R2
11627,PPP4R3A
11628,PPP4R3B
11629,PPP4R4
11630,PPP5C
11631,PPP5D1
11632,PPP6C
11633,PPP6R1
11634,PPP6R2
11635,PPP6R3
11636,PPRC1
11637,PPT1
11638,PPT2
11639,PPT2-EGFL8
11640,PPTC7
11641,PPWD1
11642,PPY
11643,PQBP1
11644,PQLC1
11645,PQLC2
11646,PQLC2L
11647,PQLC3
11648,PRAC1
11649,PRAC2
11650,PRADC1
11651,PRAF2
11652,PRAME
11653,PRC1
11654,PRCAT47
11655,PRCC
11656,PRCD
11657,PRCP
11658,PRDM1
11659,PRDM10
11660,PRDM11
11661,PRDM12
11662,PRDM13
11663,PRDM15
11664,PRDM16
11665,PRDM2
11666,PRDM4
11667,PRDM5
11668,PRDM6
11669,PRDM8
11670,PRDX1
11671,PRDX2
11672,PRDX3
11673,PRDX4
11674,PRDX5
11675,PRDX6
11676,PREB
11677,PRELID1
11678,PRELID2
11679,PRELID3A
11680,PRELID3B
11681,PRELP
11682,PREP
11683,PREPL
11684,PREX1
11685,PREX2
11686,PRF1
11687,PRH1
11688,PRICKLE1
11689,PRICKLE2
11690,PRICKLE2-AS1
11691,PRICKLE3
11692,PRICKLE4
11693,PRIM1
11694,PRIM2
11695,PRIMA1
11696,PRIMPOL
11697,PRKAA1
11698,PRKAA2
11699,PRKAB1
11700,PRKAB2
11701,PRKACA
11702,PRKACB
11703,PRKAG1
11704,PRKAG2
11705,PRKAG2-AS1
11706,PRKAR1A
11707,PRKAR1B
11708,PRKAR2A
11709,PRKAR2A-AS1
11710,PRKAR2B
11711,PRKCA
11712,PRKCB
11713,PRKCD
11714,PRKCDBP
11715,PRKCE
11716,PRKCG
11717,PRKCH
11718,PRKCI
11719,PRKCQ
11720,PRKCSH
11721,PRKCZ
11722,PRKD1
11723,PRKD2
11724,PRKD3
11725,PRKDC
11726,PRKG1
11727,PRKG1-AS1
11728,PRKRA
11729,PRKRIP1
11730,PRKRIR
11731,PRKX
11732,PRLR
11733,PRMT1
11734,PRMT2
11735,PRMT3
11736,PRMT5
11737,PRMT6
11738,PRMT7
11739,PRMT8
11740,PRMT9
11741,PRNCR1
11742,PRNP
11743,PROB1
11744,PROCA1
11745,PROCR
11746,PROK1
11747,PROKR1
11748,PROM1
11749,PROM2
11750,PROS1
11751,PROSC
11752,PROSER1
11753,PROSER2
11754,PROSER2-AS1
11755,PROSER3
11756,PROX1
11757,PRPF18
11758,PRPF19
11759,PRPF3
11760,PRPF31
11761,PRPF38A
11762,PRPF38B
11763,PRPF39
11764,PRPF4
11765,PRPF40A
11766,PRPF40B
11767,PRPF4B
11768,PRPF6
11769,PRPF8
11770,PRPH
11771,PRPH2
11772,PRPS1
11773,PRPS2
11774,PRPSAP1
11775,PRPSAP2
11776,PRR11
11777,PRR12
11778,PRR13
11779,PRR14
11780,PRR14L
11781,PRR15
11782,PRR16
11783,PRR18
11784,PRR19
11785,PRR22
11786,PRR29
11787,PRR3
11788,PRR32
11789,PRR34
11790,PRR34-AS1
11791,PRR36
11792,PRR4
11793,PRR5
11794,PRR5L
11795,PRR7
11796,PRR7-AS1
11797,PRRC1
11798,PRRC2A
11799,PRRC2B
11800,PRRC2C
11801,PRRG1
11802,PRRG2
11803,PRRG3
11804,PRRG4
11805,PRRT1
11806,PRRT2
11807,PRRT3
11808,PRRT3-AS1
11809,PRRT4
11810,PRRX1
11811,PRRX2
11812,PRSS12
11813,PRSS16
11814,PRSS21
11815,PRSS22
11816,PRSS23
11817,PRSS27
11818,PRSS3
11819,PRSS33
11820,PRSS35
11821,PRSS36
11822,PRSS48
11823,PRSS55
11824,PRSS56
11825,PRTFDC1
11826,PRTG
11827,PRUNE
11828,PRUNE2
11829,PRX
11830,PSAP
11831,PSAT1
11832,PSCA
11833,PSD
11834,PSD2
11835,PSD3
11836,PSD4
11837,PSEN1
11838,PSEN2
11839,PSENEN
11840,PSG4
11841,PSG5
11842,PSG9
11843,PSIP1
11844,PSKH1
11845,PSMA1
11846,PSMA2
11847,PSMA3
11848,PSMA3-AS1
11849,PSMA4
11850,PSMA5
11851,PSMA6
11852,PSMA7
11853,PSMB1
11854,PSMB10
11855,PSMB2
11856,PSMB3
11857,PSMB4
11858,PSMB5
11859,PSMB6
11860,PSMB7
11861,PSMB8
11862,PSMB8-AS1
11863,PSMB9
11864,PSMC1
11865,PSMC2
11866,PSMC3
11867,PSMC3IP
11868,PSMC4
11869,PSMC5
11870,PSMC6
11871,PSMD1
11872,PSMD10
11873,PSMD11
11874,PSMD12
11875,PSMD13
11876,PSMD14
11877,PSMD2
11878,PSMD3
11879,PSMD4
11880,PSMD5
11881,PSMD5-AS1
11882,PSMD6
11883,PSMD6-AS2
11884,PSMD7
11885,PSMD8
11886,PSMD9
11887,PSME1
11888,PSME2
11889,PSME3
11890,PSME4
11891,PSMF1
11892,PSMG1
11893,PSMG2
11894,PSMG3
11895,PSMG3-AS1
11896,PSMG4
11897,PSORS1C1
11898,PSPC1
11899,PSPH
11900,PSPN
11901,PSRC1
11902,PSTK
11903,PSTPIP1
11904,PSTPIP2
11905,PTAR1
11906,PTBP1
11907,PTBP2
11908,PTBP3
11909,PTCD1
11910,PTCD2
11911,PTCD3
11912,PTCH1
11913,PTCH2
11914,PTCHD1
11915,PTCHD2
11916,PTCHD4
11917,PTDSS1
11918,PTDSS2
11919,PTEN
11920,PTENP1-AS
11921,PTER
11922,PTGDS
11923,PTGER1
11924,PTGER2
11925,PTGER3
11926,PTGER4
11927,PTGES
11928,PTGES2
11929,PTGES2-AS1
11930,PTGES3
11931,PTGES3L
11932,PTGFR
11933,PTGFRN
11934,PTGIR
11935,PTGIS
11936,PTGR1
11937,PTGR2
11938,PTGS1
11939,PTGS2
11940,PTH1R
11941,PTH2
11942,PTH2R
11943,PTHLH
11944,PTK2
11945,PTK2B
11946,PTK6
11947,PTK7
11948,PTMA
11949,PTMS
11950,PTN
11951,PTOV1
11952,PTOV1-AS1
11953,PTP4A1
11954,PTP4A2
11955,PTP4A3
11956,PTPDC1
11957,PTPMT1
11958,PTPN1
11959,PTPN11
11960,PTPN12
11961,PTPN13
11962,PTPN14
11963,PTPN18
11964,PTPN2
11965,PTPN20
11966,PTPN21
11967,PTPN22
11968,PTPN23
11969,PTPN3
11970,PTPN4
11971,PTPN5
11972,PTPN6
11973,PTPN7
11974,PTPN9
11975,PTPRA
11976,PTPRB
11977,PTPRC
11978,PTPRD
11979,PTPRD-AS1
11980,PTPRE
11981,PTPRF
11982,PTPRG
11983,PTPRH
11984,PTPRJ
11985,PTPRK
11986,PTPRM
11987,PTPRN
11988,PTPRN2
11989,PTPRO
11990,PTPRQ
11991,PTPRR
11992,PTPRS
11993,PTPRT
11994,PTPRU
11995,PTPRZ1
11996,PTRF
11997,PTRH1
11998,PTRH2
11999,PTRHD1
12000,PTS
12001,PTTG1
12002,PTTG1IP
12003,PTTG2
12004,PTX3
12005,PUDP
12006,PUF60
12007,PUM1
12008,PUM2
12009,PUM3
12010,PURA
12011,PURB
12012,PURG
12013,PUS1
12014,PUS10
12015,PUS3
12016,PUS7
12017,PUS7L
12018,PUSL1
12019,PVR
12020,PVRL1
12021,PVRL2
12022,PVRL3
12023,PVRL3-AS1
12024,PVRL4
12025,PVT1
12026,PWAR6
12027,PWP1
12028,PWP2
12029,PWWP2A
12030,PWWP2B
12031,PXDC1
12032,PXDN
12033,PXDNL
12034,PXK
12035,PXMP2
12036,PXMP4
12037,PXN
12038,PXN-AS1
12039,PXYLP1
12040,PYCARD
12041,PYCARD-AS1
12042,PYCR1
12043,PYCR2
12044,PYCRL
12045,PYDC2
12046,PYGB
12047,PYGL
12048,PYGM
12049,PYGO1
12050,PYGO2
12051,PYM1
12052,PYROXD1
12053,PYROXD2
12054,PYURF
12055,QARS
12056,QDPR
12057,QKI
12058,QPCT
12059,QPCTL
12060,QPRT
12061,QRFPR
12062,QRICH1
12063,QRICH2
12064,QRSL1
12065,QSER1
12066,QSOX1
12067,QSOX2
12068,QTRT1
12069,QTRTD1
12070,R3HCC1
12071,R3HCC1L
12072,R3HDM1
12073,R3HDM2
12074,R3HDM4
12075,RAB10
12076,RAB11A
12077,RAB11B
12078,RAB11B-AS1
12079,RAB11FIP1
12080,RAB11FIP2
12081,RAB11FIP3
12082,RAB11FIP4
12083,RAB11FIP5
12084,RAB12
12085,RAB13
12086,RAB14
12087,RAB15
12088,RAB17
12089,RAB18
12090,RAB1A
12091,RAB1B
12092,RAB20
12093,RAB21
12094,RAB22A
12095,RAB23
12096,RAB24
12097,RAB26
12098,RAB27A
12099,RAB27B
12100,RAB28
12101,RAB29
12102,RAB2A
12103,RAB2B
12104,RAB30
12105,RAB30-AS1
12106,RAB31
12107,RAB32
12108,RAB33A
12109,RAB33B
12110,RAB34
12111,RAB35
12112,RAB36
12113,RAB37
12114,RAB38
12115,RAB39A
12116,RAB39B
12117,RAB3A
12118,RAB3B
12119,RAB3C
12120,RAB3D
12121,RAB3GAP1
12122,RAB3GAP2
12123,RAB3IL1
12124,RAB3IP
12125,RAB40AL
12126,RAB40B
12127,RAB40C
12128,RAB42
12129,RAB4A
12130,RAB4B
12131,RAB5A
12132,RAB5B
12133,RAB5C
12134,RAB6A
12135,RAB6B
12136,RAB7A
12137,RAB7B
12138,RAB8A
12139,RAB8B
12140,RAB9A
12141,RAB9B
12142,RABAC1
12143,RABEP1
12144,RABEP2
12145,RABEPK
12146,RABGAP1
12147,RABGAP1L
12148,RABGEF1
12149,RABGGTA
12150,RABGGTB
12151,RABIF
12152,RABL2A
12153,RABL2B
12154,RABL3
12155,RABL6
12156,RAC1
12157,RAC2
12158,RAC3
12159,RACGAP1
12160,RAD1
12161,RAD17
12162,RAD18
12163,RAD21
12164,RAD21-AS1
12165,RAD23A
12166,RAD23B
12167,RAD50
12168,RAD51
12169,RAD51AP1
12170,RAD51AP2
12171,RAD51B
12172,RAD51C
12173,RAD51D
12174,RAD52
12175,RAD54B
12176,RAD54L
12177,RAD54L2
12178,RAD9A
12179,RAD9B
12180,RADIL
12181,RAE1
12182,RAET1E
12183,RAET1G
12184,RAET1L
12185,RAF1
12186,RAG1
12187,RAI1
12188,RAI14
12189,RAI2
12190,RALA
12191,RALB
12192,RALBP1
12193,RALGAPA1
12194,RALGAPA2
12195,RALGAPB
12196,RALGDS
12197,RALGPS1
12198,RALGPS2
12199,RALY
12200,RALY-AS1
12201,RALYL
12202,RAMP1
12203,RAMP2
12204,RAMP2-AS1
12205,RAMP3
12206,RAN
12207,RANBP1
12208,RANBP10
12209,RANBP17
12210,RANBP2
12211,RANBP3
12212,RANBP3L
12213,RANBP6
12214,RANBP9
12215,RANGAP1
12216,RANGRF
12217,RAP1A
12218,RAP1B
12219,RAP1GAP
12220,RAP1GAP2
12221,RAP1GDS1
12222,RAP2A
12223,RAP2B
12224,RAP2C
12225,RAP2C-AS1
12226,RAPGEF1
12227,RAPGEF2
12228,RAPGEF3
12229,RAPGEF4
12230,RAPGEF5
12231,RAPGEF6
12232,RAPGEFL1
12233,RAPH1
12234,RARA
12235,RARA-AS1
12236,RARB
12237,RARG
12238,RARRES1
12239,RARRES2
12240,RARRES3
12241,RARS
12242,RARS2
12243,RASA1
12244,RASA2
12245,RASA3
12246,RASA4
12247,RASA4B
12248,RASAL2
12249,RASAL2-AS1
12250,RASAL3
12251,RASD1
12252,RASD2
12253,RASEF
12254,RASGEF1A
12255,RASGEF1B
12256,RASGEF1C
12257,RASGRF2
12258,RASGRF2-AS1
12259,RASGRP1
12260,RASGRP2
12261,RASGRP3
12262,RASIP1
12263,RASL10A
12264,RASL10B
12265,RASL11A
12266,RASL11B
12267,RASL12
12268,RASSF1
12269,RASSF10
12270,RASSF1-AS1
12271,RASSF2
12272,RASSF3
12273,RASSF4
12274,RASSF5
12275,RASSF7
12276,RASSF8
12277,RASSF8-AS1
